# Config file: coax.config
# verbosity_level 2        
# xtal_length         60   
# xtal_radius         30   
# top_bullet_radius    3   
# bottom_bullet_radius 0   
# pc_length           45   
# pc_radius            5   
# wrap_around_radius  20   
# ditch_depth          0   
# ditch_thickness      0   
# xtal_grid          0.2   
# impurity_z0       -0.9   
# impurity_gradient -0.07  
# impurity_surface   0.0   
# xtal_HV           2500   
# max_iterations    30000  
# write_field       1      
# write_WP          1      
# drift_name drift_vel_tcorr.tab    
# field_name fields/ev_coax.dat       
# wp_name    fields/wp_coax.dat       
# xtal_temp         90     
# preamp_tau        0      
# time_steps_calc   2000   
# step_time_calc    1.0    
# step_time_out     10.0   
# charge_cloud_size 0      
# use_diffusion     0      
#
# HV bias in fieldgen: 2500.0 V
# Detector is fully depleted.
#
## r (mm), z (mm), WP
   0.00    0.00 1.000000e+00
   0.00    0.20 1.000000e+00
   0.00    0.40 1.000000e+00
   0.00    0.60 1.000000e+00
   0.00    0.80 1.000000e+00
   0.00    1.00 1.000000e+00
   0.00    1.20 1.000000e+00
   0.00    1.40 1.000000e+00
   0.00    1.60 1.000000e+00
   0.00    1.80 1.000000e+00
   0.00    2.00 1.000000e+00
   0.00    2.20 1.000000e+00
   0.00    2.40 1.000000e+00
   0.00    2.60 1.000000e+00
   0.00    2.80 1.000000e+00
   0.00    3.00 1.000000e+00
   0.00    3.20 1.000000e+00
   0.00    3.40 1.000000e+00
   0.00    3.60 1.000000e+00
   0.00    3.80 1.000000e+00
   0.00    4.00 1.000000e+00
   0.00    4.20 1.000000e+00
   0.00    4.40 1.000000e+00
   0.00    4.60 1.000000e+00
   0.00    4.80 1.000000e+00
   0.00    5.00 1.000000e+00
   0.00    5.20 1.000000e+00
   0.00    5.40 1.000000e+00
   0.00    5.60 1.000000e+00
   0.00    5.80 1.000000e+00
   0.00    6.00 1.000000e+00
   0.00    6.20 1.000000e+00
   0.00    6.40 1.000000e+00
   0.00    6.60 1.000000e+00
   0.00    6.80 1.000000e+00
   0.00    7.00 1.000000e+00
   0.00    7.20 1.000000e+00
   0.00    7.40 1.000000e+00
   0.00    7.60 1.000000e+00
   0.00    7.80 1.000000e+00
   0.00    8.00 1.000000e+00
   0.00    8.20 1.000000e+00
   0.00    8.40 1.000000e+00
   0.00    8.60 1.000000e+00
   0.00    8.80 1.000000e+00
   0.00    9.00 1.000000e+00
   0.00    9.20 1.000000e+00
   0.00    9.40 1.000000e+00
   0.00    9.60 1.000000e+00
   0.00    9.80 1.000000e+00
   0.00   10.00 1.000000e+00
   0.00   10.20 1.000000e+00
   0.00   10.40 1.000000e+00
   0.00   10.60 1.000000e+00
   0.00   10.80 1.000000e+00
   0.00   11.00 1.000000e+00
   0.00   11.20 1.000000e+00
   0.00   11.40 1.000000e+00
   0.00   11.60 1.000000e+00
   0.00   11.80 1.000000e+00
   0.00   12.00 1.000000e+00
   0.00   12.20 1.000000e+00
   0.00   12.40 1.000000e+00
   0.00   12.60 1.000000e+00
   0.00   12.80 1.000000e+00
   0.00   13.00 1.000000e+00
   0.00   13.20 1.000000e+00
   0.00   13.40 1.000000e+00
   0.00   13.60 1.000000e+00
   0.00   13.80 1.000000e+00
   0.00   14.00 1.000000e+00
   0.00   14.20 1.000000e+00
   0.00   14.40 1.000000e+00
   0.00   14.60 1.000000e+00
   0.00   14.80 1.000000e+00
   0.00   15.00 1.000000e+00
   0.00   15.20 1.000000e+00
   0.00   15.40 1.000000e+00
   0.00   15.60 1.000000e+00
   0.00   15.80 1.000000e+00
   0.00   16.00 1.000000e+00
   0.00   16.20 1.000000e+00
   0.00   16.40 1.000000e+00
   0.00   16.60 1.000000e+00
   0.00   16.80 1.000000e+00
   0.00   17.00 1.000000e+00
   0.00   17.20 1.000000e+00
   0.00   17.40 1.000000e+00
   0.00   17.60 1.000000e+00
   0.00   17.80 1.000000e+00
   0.00   18.00 1.000000e+00
   0.00   18.20 1.000000e+00
   0.00   18.40 1.000000e+00
   0.00   18.60 1.000000e+00
   0.00   18.80 1.000000e+00
   0.00   19.00 1.000000e+00
   0.00   19.20 1.000000e+00
   0.00   19.40 1.000000e+00
   0.00   19.60 1.000000e+00
   0.00   19.80 1.000000e+00
   0.00   20.00 1.000000e+00
   0.00   20.20 1.000000e+00
   0.00   20.40 1.000000e+00
   0.00   20.60 1.000000e+00
   0.00   20.80 1.000000e+00
   0.00   21.00 1.000000e+00
   0.00   21.20 1.000000e+00
   0.00   21.40 1.000000e+00
   0.00   21.60 1.000000e+00
   0.00   21.80 1.000000e+00
   0.00   22.00 1.000000e+00
   0.00   22.20 1.000000e+00
   0.00   22.40 1.000000e+00
   0.00   22.60 1.000000e+00
